Reviews,Ratings
"Amazing flavours. We had tastes of everything.. humous calamari chicken rice... mushroom  tzatziki sauce, samosas. Just amazing",5.0
"Food: just ok. Good for tourists who never tried middle eastern food, NOT FOR THOSE who are accustomed to the Syrian, Lebanese and Palestinian cuisine
- Appetizers: try any of the samplers they offer. (Hit and miss)
- Entrée/main dishes: the Mansaf (special yogurt an...More",3.0
"Damascus Gate is one of those restaurants that, once you find it, you want to make it a regular. The food, service and surroundings are just gorgeous. I love going here with groups but it’s equally great for a 1:1 meal. Friendly, cosmopolitan, relaxed and...More",5.0
"Excellent Middle Eastern food. Reasonably priced and great service.
The hummus was smooth and delicious, and my lamb was cooked to perfection.",5.0
Amazing service ! Amazing food ! Just totally fantastic ! The people made it for me and the whole venue is fab ! Will certainly be back,5.0
Myself and my boyfriend had been meaning to go here for ages and finally booked a table and got in. So so worth it from the lovely greeting by the owner/manager who was kind and welcoming and advised us what is best to get for...More,5.0
"We were  served by Emilio who was so friendly and welcoming from the moment we walked in.  He has a heart warming smile, a special demeanor and is considerate of his customers. Kind waiters are so important in this kind of business - as it...More",5.0
"Lovely people, great food. The food was simple but well cooked.  I can’t speak from experience to compare with other Syrian food but we enjoyed it",4.0
We had a beirute Mezza and it was delicious!  I'd definitely recommend them. Excellent customer service and the atmosphere inside it is so nice.,5.0
"Food was good nothing special.
 Service was poor. Only one person serving.
Preferred cash payment. Wouldnt accept international mastercard. All seemed a bit dodgy",3.0
"Came here with my boyfriend on 27/05/2022  and we had a lovely time! The server was so helpful and explained the menu to us and had wonderful recommendations. Food came out quickly and was so tasty. Some of the best lamb I've ever had, it...More",5.0
"Great food, delicious mezze and chargrilled lamb, but did not appreciate being scammed. Ordered the Chateau Musar (Lebanese wine) for €42, expensive, but it was a special occasion.  Pointed at the one I wanted on the wine list,  but when received the bill we had...More",1.0
"Food and service here is very good, a nice atmosphere and it gets you right away from what can be very pretentious city centre restaurants.",4.0
"We had an amazing dinner last night. Food was really excellent, full of surprising and wonderful flavours. The presentation was excellent and the staff were very helpful",5.0
"Dined here last week with my friends and I couldn't recommend it enough! Fantastic service, friendly staff and brilliant atmosphere. They gave us really good suggestions. Will definitely be back soon!",5.0
Really friendly staff. Food is particularly good if you're hungry because the portions are generous. Vegetarians options are good! Hummus is delicious!,5.0
"Cozy place with great service, lovely staff and very good food. I highly recommend it, it's worth the experience.",5.0
We had a lovely evening at Damascus Gate. Staff were friendly. Food was delicious. The atmosphere so good.,5.0
We arrived for a confirmed group booking only to be told they had cancelled it. They did however fit us into the back room which seated everyone together. However the manager did need to tell is it was an unexpected booking and we were lucky...More,2.0
"Lovely ambience, great food and  great value. We have been to Damascus a number of times and have always been struck by the very hospitable owner. He is attentive to his customers needs and comfort",5.0
"We were warmly welcomed and we enjoyed everything we tasted. The Beirut Mezza plate was especially good and offered generous portions for three of us sharing. The mains were all tasty, although the Kabseh was more substantial than the Kibbeh, so it's worth checking quantities...More",4.0
"I loved this restaurant! The food is absolutely delicious, the owners very kind and attentive, the full atmosphere very relaxed and tasteful. One of the best restaurants in Dublin. 

Portions are great, we had Mezze, Fish, and Vegetarian Moussaka. The flavors were incredible. Lots of...More",5.0
Myself and my friends visited for the weekend and both Saturday/Sunday evening we had dinner here. It was just so good we wanted to go back! I highly recommend the falafel platter - the tahini sauce is immense. Emilio and his staff were also lovely.,5.0
"I am Maytham, the food is so delicious and highly recommend the atmosphere. Everything was pleasant. I was delighted to have lunch there",5.0
